name,rank,lineage,,,,,,,
Paenibacillus sp. NBRC 13633,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Paenibacillaceae__186822,g__Paenibacillus__44249,s__Paenibacillus sp. NBRC 13633__1113616,
Acetomicrobiaceae,family,sk__Bacteria__2,p__Synergistota__508458,c__Synergistia__649775,o__Synergistales__649776,f__Acetomicrobiaceae__3029086,,,
Enterobacteriaceae bacterium 9_2_54FAA,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,s__Enterobacteriaceae bacterium 9_2_54FAA__469613,,
Oscillibacter sp. KLE 1745,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,g__Oscillibacter__459786,s__Oscillibacter sp. KLE 1745__1226323,
Desulfoscipio gibsoniae,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Desulfallaceae__2867375,g__Desulfoscipio__2867376,s__Desulfoscipio gibsoniae__102134,
Acetomicrobium,genus,sk__Bacteria__2,p__Synergistota__508458,c__Synergistia__649775,o__Synergistales__649776,f__Acetomicrobiaceae__3029086,g__Acetomicrobium__49894,,
Denitrobacterium,genus,sk__Bacteria__2,p__Actinomycetota__201174,c__Coriobacteriia__84998,o__Eggerthellales__1643822,f__Eggerthellaceae__1643826,g__Denitrobacterium__79603,,
Pedomicrobium ferrugineum,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Alphaproteobacteria__28211,o__Hyphomicrobiales__356,f__Hyphomicrobiaceae__45401,g__Pedomicrobium__47494,s__Pedomicrobium ferrugineum__47497,
Brenneria salicis,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Pectobacteriaceae__1903410,g__Brenneria__71655,s__Brenneria salicis__55214,
Thermodesulfovibrionaceae,family,sk__Bacteria__2,p__Nitrospirota__40117,c__Thermodesulfovibrionia__2811502,o__Thermodesulfovibrionales__2811503,f__Thermodesulfovibrionaceae__2811504,,,
Granulicella,genus,sk__Bacteria__2,p__Acidobacteriota__57723,c__Terriglobia__204432,o__Terriglobales__204433,f__Acidobacteriaceae__204434,g__Granulicella__940557,,
Streptomyces aurantiacus,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Kitasatosporales__85011,f__Streptomycetaceae__2062,g__Streptomyces__1883,s__Streptomyces aurantiacus__47760,
Coelosphaeriaceae,family,sk__Bacteria__2,p__Cyanobacteriota__1117,c__Cyanophyceae__3028117,o__Synechococcales__1890424,f__Coelosphaeriaceae__1890430,,,
Haemophilus aegyptius,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Pasteurellales__135625,f__Pasteurellaceae__712,g__Haemophilus__724,s__Haemophilus aegyptius__197575,
Paenibacillus alginolyticus,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Paenibacillaceae__186822,g__Paenibacillus__44249,s__Paenibacillus alginolyticus__59839,
Alkaliphilus metalliredigens,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Peptostreptococcales__3082720,f__Natronincolaceae__3118656,g__Alkaliphilus__114627,s__Alkaliphilus metalliredigens__208226,
Boudabousia marimammalium,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Actinomycetales__2037,f__Actinomycetaceae__2049,g__Boudabousia__2767318,s__Boudabousia marimammalium__156892,
Nocardioides panaciterrae,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Propionibacteriales__85009,f__Nocardioidaceae__85015,g__Nocardioides__1839,s__Nocardioides panaciterrae__381432,
Marvinbryantia formatexigens,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Marvinbryantia__248744,s__Marvinbryantia formatexigens__168384,
Eggerthella sp. HGA1,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Coriobacteriia__84998,o__Eggerthellales__1643822,f__Eggerthellaceae__1643826,g__Eggerthella__84111,s__Eggerthella sp. HGA1__910311,
Marvinbryantia,genus,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Marvinbryantia__248744,,
Haematomicrobium,genus,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Micrococcaceae__1268,g__Haematomicrobium__1930924,,
Bacteroides sp. 3_2_5,species,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides sp. 3_2_5__457392,
Soehngenia saccharolytica,species,sk__Bacteria__2,p__Bacillota__1239,c__Tissierellia__1737404,o__Tissierellales__1737405,f__Tissierellaceae__1737406,g__Soehngenia__253255,s__Soehngenia saccharolytica__253256,
Clostridium sp. L2-50,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Clostridiaceae__31979,g__Clostridium__1485,s__Clostridium sp. L2-50__411489,
Corynebacterium ulcerans,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Mycobacteriales__85007,f__Corynebacteriaceae__1653,g__Corynebacterium__1716,s__Corynebacterium ulcerans__65058,
Acetoanaerobium,genus,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Peptostreptococcales__3082720,f__Filifactoraceae__3118655,g__Acetoanaerobium__186831,,
Acetomicrobium mobile,species,sk__Bacteria__2,p__Synergistota__508458,c__Synergistia__649775,o__Synergistales__649776,f__Acetomicrobiaceae__3029086,g__Acetomicrobium__49894,s__Acetomicrobium mobile__97477,
Paenibacillus glebae,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Paenibacillaceae__186822,g__Paenibacillus__44249,s__Paenibacillus glebae__446369,
Pediococcus acidilactici,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Lactobacillaceae__33958,g__Pediococcus__1253,s__Pediococcus acidilactici__1254,
Ruminococcus sp. JC304,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Oscillospiraceae__216572,g__Ruminococcus__1263,s__Ruminococcus sp. JC304__1095771,
Hafniaceae,family,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Hafniaceae__1903412,,,
Enterococcus mundtii,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Enterococcaceae__81852,g__Enterococcus__1350,s__Enterococcus mundtii__53346,
Ligilactobacillus saerimneri,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Lactobacillaceae__33958,g__Ligilactobacillus__2767887,s__Ligilactobacillus saerimneri__228229,
Acidaminococcus sp. HPA0509,species,sk__Bacteria__2,p__Bacillota__1239,c__Negativicutes__909932,o__Acidaminococcales__1843488,f__Acidaminococcaceae__909930,g__Acidaminococcus__904,s__Acidaminococcus sp. HPA0509__1203555,
Hafnia alvei,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Hafniaceae__1903412,g__Hafnia__568,s__Hafnia alvei__569,
Hafnia,genus,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Hafniaceae__1903412,g__Hafnia__568,,
Enterococcus gallinarum,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Enterococcaceae__81852,g__Enterococcus__1350,s__Enterococcus gallinarum__1353,
Stomatobaculum,genus,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Stomatobaculum__1213720,,
Actinomyces sp. ICM47,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Actinomycetales__2037,f__Actinomycetaceae__2049,g__Actinomyces__1654,s__Actinomyces sp. ICM47__936548,
Leuconostoc gelidum,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Lactobacillaceae__33958,g__Leuconostoc__1243,s__Leuconostoc gelidum__1244,
Actinomyces sp. HPA0247,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Actinomycetales__2037,f__Actinomycetaceae__2049,g__Actinomyces__1654,s__Actinomyces sp. HPA0247__1203556,
Arachnia propionica,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Propionibacteriales__85009,f__Propionibacteriaceae__31957,g__Arachnia__2801844,s__Arachnia propionica__1750,
Bacteroides oleiciplenus,species,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides oleiciplenus__626931,
Actinomyces timonensis,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Actinomycetales__2037,f__Actinomycetaceae__2049,g__Actinomyces__1654,s__Actinomyces timonensis__1288391,
Klebsiella sp. MS 92-3,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Gammaproteobacteria__1236,o__Enterobacterales__91347,f__Enterobacteriaceae__543,g__Klebsiella__570,s__Klebsiella sp. MS 92-3__749535,
Actinomyces massiliensis,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Actinomycetales__2037,f__Actinomycetaceae__2049,g__Actinomyces__1654,s__Actinomyces massiliensis__461393,
Arachnia,genus,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Propionibacteriales__85009,f__Propionibacteriaceae__31957,g__Arachnia__2801844,,
Synergistes sp. 3_1_syn1,species,sk__Bacteria__2,p__Synergistota__508458,c__Synergistia__649775,o__Synergistales__649776,f__Synergistaceae__649777,g__Synergistes__2753,s__Synergistes sp. 3_1_syn1__457415,
Alistipes sp. HGB5,species,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Rikenellaceae__171550,g__Alistipes__239759,s__Alistipes sp. HGB5__908612,
Butyricimonas synergistica,species,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Odoribacteraceae__1853231,g__Butyricimonas__574697,s__Butyricimonas synergistica__544644,
Bacteroides sp. 4_3_47FAA,species,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides sp. 4_3_47FAA__457394,
Lachnoanaerobaculum sp. ICM7,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Lachnoanaerobaculum__1164882,s__Lachnoanaerobaculum sp. ICM7__936594,
Actinomyces sp. ph3,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Actinomycetales__2037,f__Actinomycetaceae__2049,g__Actinomyces__1654,s__Actinomyces sp. ph3__1118058,
Oribacterium sinus,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Oribacterium__265975,s__Oribacterium sinus__237576,
Actinobaculum sp. oral taxon 183,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Actinomycetales__2037,f__Actinomycetaceae__2049,g__Actinobaculum__76833,s__Actinobaculum sp. oral taxon 183__712888,
Neisseria subflava,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Betaproteobacteria__28216,o__Neisseriales__206351,f__Neisseriaceae__481,g__Neisseria__482,s__Neisseria subflava__28449,
Actinobaculum,genus,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Actinomycetales__2037,f__Actinomycetaceae__2049,g__Actinobaculum__76833,,
Fannyhessea vaginae,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Coriobacteriia__84998,o__Coriobacteriales__84999,f__Atopobiaceae__1643824,g__Fannyhessea__2767327,s__Fannyhessea vaginae__82135,
Stomatobaculum longum,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Stomatobaculum__1213720,s__Stomatobaculum longum__796942,
Fannyhessea,genus,sk__Bacteria__2,p__Actinomycetota__201174,c__Coriobacteriia__84998,o__Coriobacteriales__84999,f__Atopobiaceae__1643824,g__Fannyhessea__2767327,,
Scardovia inopinata,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Bifidobacteriales__85004,f__Bifidobacteriaceae__31953,g__Scardovia__196081,s__Scardovia inopinata__78259,
Oribacterium,genus,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Oribacterium__265975,,
Lachnospiraceae bacterium 2_1_46FAA,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,s__Lachnospiraceae bacterium 2_1_46FAA__742723,,
Streptococcus sobrinus,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus sobrinus__1310,
Leifsonia,genus,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Microbacteriaceae__85023,g__Leifsonia__110932,,
Oribacterium sp. oral taxon 078,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Oribacterium__265975,s__Oribacterium sp. oral taxon 078__652706,
Leifsonia sp.,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Micrococcales__85006,f__Microbacteriaceae__85023,g__Leifsonia__110932,s__Leifsonia sp.__1870902,
Ralstonia sp.,species,sk__Bacteria__2,p__Pseudomonadota__1224,c__Betaproteobacteria__28216,o__Burkholderiales__80840,f__Burkholderiaceae__119060,g__Ralstonia__48736,s__Ralstonia sp.__54061,
Atopobium minutum,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Coriobacteriia__84998,o__Coriobacteriales__84999,f__Atopobiaceae__1643824,g__Atopobium__1380,s__Atopobium minutum__1381,
Lachnospiraceae bacterium oral taxon 082,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,s__Lachnospiraceae bacterium oral taxon 082__712976,,
Actinomyces sp. ICM39,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Actinomycetales__2037,f__Actinomycetaceae__2049,g__Actinomyces__1654,s__Actinomyces sp. ICM39__1105029,
Corynebacterium pseudogenitalium,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Mycobacteriales__85007,f__Corynebacteriaceae__1653,g__Corynebacterium__1716,s__Corynebacterium pseudogenitalium__38303,
Oribacterium parvum,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Oribacterium__265975,s__Oribacterium parvum__1501329,
Cutibacterium avidum,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Propionibacteriales__85009,f__Propionibacteriaceae__31957,g__Cutibacterium__1912216,s__Cutibacterium avidum__33010,
Actinomyces sp. oral taxon 180,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Actinomycetales__2037,f__Actinomycetaceae__2049,g__Actinomyces__1654,s__Actinomyces sp. oral taxon 180__651609,
Johnsonella,genus,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Johnsonella__43994,,
Actinomyces sp. oral taxon 848,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Actinomycetales__2037,f__Actinomycetaceae__2049,g__Actinomyces__1654,s__Actinomyces sp. oral taxon 848__649739,
Oribacterium parvum ACB8,strain,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Oribacterium__265975,s__Oribacterium parvum__1501329,st__Oribacterium parvum ACB8__796945
Actinomyces sp. oral taxon 448,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Actinomycetales__2037,f__Actinomycetaceae__2049,g__Actinomyces__1654,s__Actinomyces sp. oral taxon 448__712124,
Selenomonas flueggei,species,sk__Bacteria__2,p__Bacillota__1239,c__Negativicutes__909932,o__Selenomonadales__909929,f__Selenomonadaceae__1843491,g__Selenomonas__970,s__Selenomonas flueggei__135080,
Terrisporobacter glycolicus,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Peptostreptococcales__3082720,f__Peptostreptococcaceae__186804,g__Terrisporobacter__1505652,s__Terrisporobacter glycolicus__36841,
[Eubacterium] saphenum,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Eubacteriales Family XIII. Incertae Sedis__543314,s__[Eubacterium] saphenum__51123,,
Bacteroides fluxus,species,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Bacteroidaceae__815,g__Bacteroides__816,s__Bacteroides fluxus__626930,
Enterococcus raffinosus,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Enterococcaceae__81852,g__Enterococcus__1350,s__Enterococcus raffinosus__71452,
Schaalia cardiffensis,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Actinomycetales__2037,f__Actinomycetaceae__2049,g__Schaalia__2529408,s__Schaalia cardiffensis__181487,
Metamycoplasmataceae,family,sk__Bacteria__2,p__Mycoplasmatota__544448,o__Mycoplasmoidales__2790996,f__Metamycoplasmataceae__2895623,,,,
Mycoplasmoidales,order,sk__Bacteria__2,p__Mycoplasmatota__544448,o__Mycoplasmoidales__2790996,,,,,
Corynebacterium pyruviciproducens,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Mycobacteriales__85007,f__Corynebacteriaceae__1653,g__Corynebacterium__1716,s__Corynebacterium pyruviciproducens__598660,
Actinotignum,genus,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Actinomycetales__2037,f__Actinomycetaceae__2049,g__Actinotignum__1653174,,
Anaerococcus obesiensis,species,sk__Bacteria__2,p__Bacillota__1239,c__Tissierellia__1737404,o__Tissierellales__1737405,f__Peptoniphilaceae__1570339,g__Anaerococcus__165779,s__Anaerococcus obesiensis__1287640,
Butyrivibrio sp.,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Lachnospirales__3085636,f__Lachnospiraceae__186803,g__Butyrivibrio__830,s__Butyrivibrio sp.__28121,
Metamycoplasma,genus,sk__Bacteria__2,p__Mycoplasmatota__544448,o__Mycoplasmoidales__2790996,f__Metamycoplasmataceae__2895623,g__Metamycoplasma__2895509,,,
Metamycoplasma hominis,species,sk__Bacteria__2,p__Mycoplasmatota__544448,o__Mycoplasmoidales__2790996,f__Metamycoplasmataceae__2895623,g__Metamycoplasma__2895509,s__Metamycoplasma hominis__2098,,
Pseudoramibacter alactolyticus,species,sk__Bacteria__2,p__Bacillota__1239,c__Clostridia__186801,o__Eubacteriales__186802,f__Eubacteriaceae__186806,g__Pseudoramibacter__113286,s__Pseudoramibacter alactolyticus__113287,
Schaalia georgiae,species,sk__Bacteria__2,p__Actinomycetota__201174,c__Actinomycetes__1760,o__Actinomycetales__2037,f__Actinomycetaceae__2049,g__Schaalia__2529408,s__Schaalia georgiae__52768,
Facklamia hominis,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Aerococcaceae__186827,g__Facklamia__66831,s__Facklamia hominis__178214,
Porphyromonas gingivalis,species,sk__Bacteria__2,p__Bacteroidota__976,c__Bacteroidia__200643,o__Bacteroidales__171549,f__Porphyromonadaceae__171551,g__Porphyromonas__836,s__Porphyromonas gingivalis__837,
Streptococcus parauberis,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Lactobacillales__186826,f__Streptococcaceae__1300,g__Streptococcus__1301,s__Streptococcus parauberis__1348,
Peptoniphilus duerdenii,species,sk__Bacteria__2,p__Bacillota__1239,c__Tissierellia__1737404,o__Tissierellales__1737405,f__Peptoniphilaceae__1570339,g__Peptoniphilus__162289,s__Peptoniphilus duerdenii__507750,
Staphylococcus pasteuri,species,sk__Bacteria__2,p__Bacillota__1239,c__Bacilli__91061,o__Bacillales__1385,f__Staphylococcaceae__90964,g__Staphylococcus__1279,s__Staphylococcus pasteuri__45972,
